time,process wattage reading
0.1,575.2208125004661
0.3,512.1412875003676
0.4,430.6601625001116
0.5,372.5904124996974
0.6,370.84897499992223
0.7,454.600549999997
0.9,416.2826249998907
1.0,424.50774999984714
1.1,427.1511999999755
1.2,623.6538375001052
1.4,416.3098750002362
1.5,401.39711250012914
